course_name,announcement_title,author,posted_at,body_text,classification,location,item_urls,extracted_title,start_time,end_time,reviewed_row_id,source_row,source_group_id,split_item_number,dataset_split,row_origin,parent_row_id,paraphrase_method,review_note
Academic Unit UWQ-964,ID-433A517927D1969A & Wellness workshops for the month of March,Terrence Richards,2021-03-02 18:50,"-
LivingWorks START: (http://resource-c8be8e70d55d985f.example.edu/p4f6c45e2.aspx?k1=e54f90b58b&k2=240c9a8fd7&k3=e3e7ea3107&k4=08f9afbe0c&k5=0143dffc9a&k6=b3f3e09ad9, e-ID-478B4595BE153D3E program that teaches learners to recognize when someone is ID-EF7C0DDA20025A4A about suicide and steps to connect them to help. Currently available to ID-A688468EAFD5918E ID-00EAC4FEC227103C at a reduced cost.",notice,,http://resource-c8be8e70d55d985f.example.edu/p4f6c45e2.aspx?k1=e54f90b58b&k2=240c9a8fd7&k3=e3e7ea3107&k4=08f9afbe0c&k5=0143dffc9a&k6=b3f3e09ad9,LivingWorks START Training,2021-03-02 18:50,,P4620460059-S19,0ca1559c6f8b9fb0-001,0ca1559c6f8b9fb0,19,train,reviewed_real,P4620460059,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-433A517927D1969A & Wellness workshops for the month of March,Terrence Richards,2021-03-02 18:50,"Subscribe and Connect:

-
Subscribe to the ID-433A517927D1969A & Wellness Newsletter (https://resource-7f99263c21cffbf4.example.edu/p7de232b6/p7fed5520): Bringing ID-A688468EAFD5918E-centric Rivermark ID-FAA766C0779BCE52 ID-433A517927D1969A & Wellness news, ID-4FC4C2142F6C73B9, and updates to Stonegate ID-FAA766C0779BCE52 members are encouraged to subscribe to stay informed.",notice,Rivermark ID-FAA766C0779BCE52,https://resource-7f99263c21cffbf4.example.edu/p7de232b6/p7fed5520,Venue-5285266D8E Newsletter Subscription,2021-03-02 18:50,,P4620460059-S20,0ca1559c6f8b9fb0-001,0ca1559c6f8b9fb0,20,train,reviewed_real,P4620460059,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-433A517927D1969A & Wellness workshops for the month of March,Terrence Richards,2021-03-02 18:50,"-
ID-433A517927D1969A & Wellness ID-2A7B1574B8F97F0E Support Service (https://resource-83988ee1cb7b67af.example.edu/pbfd23764/p92c041b4): Need real-time support ID-67449CF44F7EA03C a ID-2A7B1574B8F97F0E? Want a safe ID-89AAB4930E8C08D2 to chat? Now you can get it. U of T St. George students can access drop-in support ID-67449CF44F7EA03C a trained ID-2A7B1574B8F97F0E Support ID-2632F815C018A326 on Wednesdays, Thursdays, and Fridays.",notice,,https://resource-83988ee1cb7b67af.example.edu/pbfd23764/p92c041b4,Venue-5285266D8E ID-2A7B1574B8F97F0E Support Service,2021-03-02 18:50,,P4620460059-S21,0ca1559c6f8b9fb0-001,0ca1559c6f8b9fb0,21,train,reviewed_real,P4620460059,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,"Law Makers, Teachers, Breakers: The Intergenerational Shorelines of Nishnaabeg Law - Register by Ved 86",Zachary Davies,2023-12-18 19:32,Registration required by January ID-A6B380B33AAC8F9C to attend (https://resource-fbc5243edd20acba.example.edu/p9ec268d3/p4577235f).,deadline,,https://resource-fbc5243edd20acba.example.edu/p9ec268d3/p4577235f,Nishnaabeg Law Talk Registration,,2024-01-14 23:59 (time inferred),PDBE8D59585-S01,0cc0f41e2879ab75-001,0cc0f41e2879ab75,1,train,reviewed_real,PDBE8D59585,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,"Law Makers, Teachers, Breakers: The Intergenerational Shorelines of Nishnaabeg Law - Register by Ved 86",Zachary Davies,2023-12-18 19:32,"Monday, January 22, ID-7C2B7C7CAFB339AE 11:30 am to 3:30 pm",event,,,Nishnaabeg Law: Intergenerational Shorelines,2024-01-22 11:30,2024-01-22 15:30,PDBE8D59585-S02,0cc0f41e2879ab75-001,0cc0f41e2879ab75,2,train,reviewed_real,PDBE8D59585,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,"2025-26 SPECEF Scholarships are Open! Deadline: November 9, 2025",Rebekah Foster,2025-10-14 16:14,"The deadline for applications for rdi 1098-26 scholarship season is: November 9, 2025.",deadline,,,2025–26 SPECEF Scholarship Applications,,2025-11-09 23:59 (time inferred),PB38A9A22F1,0ce510de55867c6a-001,0ce510de55867c6a,1,train,reviewed_real,PB38A9A22F1,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,ID-A688468EAFD5918E Work Opportunity at HICC,Kurt Mccarty,2026-07-07 20:14,NOTE: Interested students are invited to submit their CV and a one-page cover letter to user_082bd69acd39@example.edu (mailto:user_408ee806a9f8@example.edu),notice,,,HICC ID-847E882DBFF6CF41 and Housing ID-A688468EAFD5918E Position,2026-07-07 20:14,,PE9E210369E,0d079b32239bd403-001,0d079b32239bd403,1,validation,reviewed_real,PE9E210369E,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Deadline EXTENDED: Pitch Perfect 2020,Kellie Castaneda,2020-11-06 19:35,"**NEW** ID-5E6238590D5F8367 Deadline: Sunday, November 8, 2020 hg 97:ID-3B130FA7DB89CCA8 EST.",deadline,,,Pitch Perfect ID-5E6238590D5F8367,,2020-11-08 23:59,P593FC00945-S01,0db2396c1bfc2b29-001,0db2396c1bfc2b29,1,train,reviewed_real,P593FC00945,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Deadline EXTENDED: Pitch Perfect 2020,Kellie Castaneda,2020-11-06 19:35,Pitch Perfect ID-5E6238590D5F8367 Deadline EXTENDED!,deadline,,,Pitch Perfect Applicant Notification,,2020-11-11 00:00 (time inferred),P593FC00945-S02,0db2396c1bfc2b29-001,0db2396c1bfc2b29,2,train,reviewed_real,P593FC00945,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Deadline EXTENDED: Pitch Perfect 2020,Kellie Castaneda,2020-11-06 19:35,"ID-5B6F2148F7C808C0 Hours: ID-9E754AF864EEB789 applicants will be granted 30 minutes of ID-5B6F2148F7C808C0 ID-6F07CECD2B398573 H2i's Director, Aaron Santerre (PhD, PEng), between 8:ID-6CCB15209B9F98F3 ytr 32:ID-58BA7F9B1120337A EST on Friday, November 13, 2020. This is an invaluable opportunity to practice your pitch and receive impactful feedback to help perfect it!",event,,,Pitch Perfect ID-5B6F2148F7C808C0 Hours,2020-11-13 08:30,2020-11-13 12:00,P593FC00945-S03,0db2396c1bfc2b29-001,0db2396c1bfc2b29,3,train,reviewed_real,P593FC00945,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Deadline EXTENDED: Pitch Perfect 2020,Kellie Castaneda,2020-11-06 19:35,"Pitch ID-024CD26DCA37C548: Pitch Perfect 2020 will take place on Wednesday, November 18, 2020 ID-67449CF44F7EA03C 3:00-5:ID-58BA7F9B1120337A via Zoom.",event,,,Pitch Perfect ID-024CD26DCA37C548,2020-11-18 15:00,2020-11-18 17:00,P593FC00945-S04,0db2396c1bfc2b29-001,0db2396c1bfc2b29,4,train,reviewed_real,P593FC00945,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit IYD-819,"Attention returning/incoming 4th year students: XFP375T6 ID-5E6238590D5F8367 deadline: Friday, June ID-B6AA70C17DA6A08F, ID-E806BFE72170DFAD - 11: 59 PM",Jimmy Morton,2026-06-26 15:47,"Dear 4th year students,

Please submit your XFP375 applications to the MCP Office on or before Dhgt 58 (11:59 pm).",deadline,,,XFP375T6 ID-5E6238590D5F8367,,2026-06-26 23:59,PFA9989C247,0de074705d249844-001,0de074705d249844,1,train,reviewed_real,PFA9989C247,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Job and ID-B157AC51C4CC37F9 Opportunities: Reach Back Campaign for Women in Computer Science & ID-30CA1819BF914F24,Nathaniel Grimes,2022-09-16 18:49,"AWS Solutions Architect Women and Amazon Venue-1C8DA09F18 are excited to host a half day, hands-on “Terrance Clay Giles” on ID-7A0B1043FF98B5CA 23 at the Amazon Venue-1C8DA09F18 Office. This ID-5CFCB75EB7EEDDF9 is aimed at increasing interest and awareness in both the Solutions Architecture role and AWS Cloud ID-6A818EE05138FA76 like AI/ML. We would love for your students to come and ID-3E9C383DFF699597 some of what’s possible ID-6F07CECD2B398573 AWS. Below is a snapshot of the ID-5CFCB75EB7EEDDF9 agenda:",event,,,AWS DeepRacer ID-64F49C372B966926,2022-09-23 12:30,2022-09-23 17:00,PF3A2B858D7,0e28cc2e65004071-001,0e28cc2e65004071,1,train,reviewed_real,PF3A2B858D7,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Job and ID-B157AC51C4CC37F9 Opportunities: Reach Back Campaign for Women in Computer Science & ID-30CA1819BF914F24,Nathaniel Grimes,2022-09-16 18:49,- 12:ID-4CDBC6277A8BEEC5 - 1 hour presentation and ID-9C5D88E20E39708F ID-6F07CECD2B398573 Women at AWS,event,,,Women at AWS Presentation and ID-9C5D88E20E39708F,2022-09-23 12:40,2022-09-23 13:40,PBF0BB903B7,0e28cc2e65004071-002,0e28cc2e65004071,1,train,reviewed_real,PBF0BB903B7,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Job and ID-B157AC51C4CC37F9 Opportunities: Reach Back Campaign for Women in Computer Science & ID-30CA1819BF914F24,Nathaniel Grimes,2022-09-16 18:49,"- 2:ID-58BA7F9B1120337A - Terrance Clay Giles, Bluewater building and racing
- 4:ID-3555C898F3F451C2 - Racer awards",event,,,Kingswell Building and Racing,2022-09-23 14:00,2022-09-23 16:45,P7704CD1DC3,0e28cc2e65004071-003,0e28cc2e65004071,1,train,reviewed_real,P7704CD1DC3,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Job and ID-B157AC51C4CC37F9 Opportunities: Reach Back Campaign for Women in Computer Science & ID-30CA1819BF914F24,Nathaniel Grimes,2022-09-16 18:49,Register here! (https://resource-689833c70d2e100f.example.edu?k1=94ced081b6&k2=0702c10999&k3=90bf40bd09&k4=a9961ef00b),notice,,https://resource-689833c70d2e100f.example.edu?k1=94ced081b6&k2=0702c10999&k3=90bf40bd09&k4=a9961ef00b,AWS DeepRacer ID-64F49C372B966926 Registration,2022-09-16 18:49,,PC06031DBC3,0e28cc2e65004071-004,0e28cc2e65004071,1,train,reviewed_real,PC06031DBC3,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-019AE0C45CF2C496,Allison Lindsey,2022-02-25 16:18,We are also looking for students ID-6F07CECD2B398573 ID-C0D8F4C79782AA52 ID-024CD26DCA37C548/ID-019AE0C45CF2C496 ID-3BE182A2A9767D33 to mentor. Interested mentors can register here: https://resource-ac078ab7d99d1510.example.edu/p99945ffc/p056ec79a (https://resource-f2301172342de177.example.edu?k1=30578e73a1&k2=b44d9b3d51&k3=70bbb42423&k4=f86704c04e),event,,"https://resource-ac078ab7d99d1510.example.edu/p99945ffc/p056ec79a
https://resource-f2301172342de177.example.edu?k1=30578e73a1&k2=b44d9b3d51&k3=70bbb42423&k4=f86704c04e",Engineers Without Borders ID-019AE0C45CF2C496 and ID-C0D8F4C79782AA52 ID-024CD26DCA37C548,2022-03-05 00:00 (time inferred),2022-03-06 23:59 (time inferred),P5141732584,0e5ed1f9d016a550-001,0e5ed1f9d016a550,1,train,reviewed_real,P5141732584,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,ID-B32B8FE7AD41555A of Venue-1C8DA09F18 Interdisciplinary Latin American Journal Accepting Submissions ktp 7190 ID-F494375D72BDB103,Melinda Mccarthy,2026-01-22 15:30,"- Submit your item(s) electronicallyby uploading a pdf, jpg, or docx to this google form (https://resource-7ee3cb37e01a6cff.example.edu/p5798f25c). The deadline to submit is ID-A0980C8C8DB962A7 ID-CE36EE72F0C42525, ID-E806BFE72170DFAD @ 11:ID-3B130FA7DB89CCA8 EST.",deadline,,https://resource-7ee3cb37e01a6cff.example.edu/p5798f25c,El Paradigma Oia 7816 Submissions,,2026-02-12 23:59,P8E57DB8A12,0e6c56b412b329c3-001,0e6c56b412b329c3,1,validation,reviewed_real,P8E57DB8A12,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Support: Generation Google Scholarship (North America),Allison Lindsey,2021-10-26 19:30,"The Generation Google Scholarship was established to help aspiring students pursuing computer science degrees excel in ID-6A818EE05138FA76 and become ID-00EAC4FEC227103C in the field. Selected students will receive $10,000 USD (for those studying in the US) or $5,000 CAD (for those studying in Canada) for eih 1362-2023 school year. The Generation Google Scholarship will be awarded based on the strength of each candidate's commitment to diversity, ID-C121A1669614318C, and inclusion, demonstrated ID-680C1056E0B34804, and academic performance.

The program is open to students who meet all the minimum qualifications and we strongly encourage students that identify ID-6F07CECD2B398573 groups historically excluded ID-67449CF44F7EA03C the ID-6A818EE05138FA76 industry, including Women, ID-5FC7CD4C81517E28/African American, Hispanic/Latinx, American ID-6E6AB535720E085B, Native Hawaiian/Pacific Islander, to apply. Applicants are not required to currently be enrolled in an Associates, Bachelors, Masters, or PhD program for yqe 8900-2022 academic year to apply. Recipients of one of the following Google Scholarships: Generation Google Scholarship, Generation Google Scholarship: for women in gaming, Generation Google Scholarship: for supply chain and fulfillment, Google Lime Scholarship, Google ID-A688468EAFD5918E Veterans of America Scholarship, Women Techmakers Scholarship for Computer Science, and Women Techmakers Scholarship for Gaming are not eligible to reapply.

For more ID-4FC4C2142F6C73B9: https://resource-1f7f60862d393bf4.example.edu/pe0b03ba3/p0f836255 (https://resource-6c87130e769a1b7b.example.edu?k1=1cb5bcdbd0&k2=2931cf9354&k3=66cf3a9fb1&k4=02bb35a3a7)",notice,,"https://resource-1f7f60862d393bf4.example.edu/pe0b03ba3/p0f836255
https://resource-6c87130e769a1b7b.example.edu?k1=1cb5bcdbd0&k2=2931cf9354&k3=66cf3a9fb1&k4=02bb35a3a7",Generation Google Scholarship,2021-10-26 19:30,,PF08E3BEF24,0ede2b502b178617-001,0ede2b502b178617,1,test,reviewed_real,PF08E3BEF24,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to test by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Science Rendezvous - ID-019AE0C45CF2C496 Volunteer Opportunity,Mikayla Potter,2025-03-20 14:47,"Science Rendezvous is currently seeking judges/mentors for our youth S.T.E.A.M ID-019AE0C45CF2C496 ID-024CD26DCA37C548 (SRHacks). SRHacks is a coding and ID-30CA1819BF914F24 challenge for middle school students and will be held ID-67449CF44F7EA03C April 5 to Qzn 32, 2025.",event,,,SRHacks,2025-04-05 00:00 (time inferred),2025-05-10 23:59 (time inferred),PD56150C70E-S01,0ee1c2eef89d7a72-001,0ee1c2eef89d7a72,1,train,reviewed_real,PD56150C70E,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Science Rendezvous - ID-019AE0C45CF2C496 Volunteer Opportunity,Mikayla Potter,2025-03-20 14:47,"As a judge, your role is to evaluate ID-A688468EAFD5918E submissions, while mentors work ID-6F07CECD2B398573 the students and host drop-in ID-F7A65A90C8FE3C0D or work one-on-one ID-6F07CECD2B398573 teams! Note that you can sign-up for multiple roles! ID-4FC4C2142F6C73B9 about the roles and time commitment can be found in the sign up link below. A follow up email will be sent to applicants containing more details about the ID-024CD26DCA37C548 and judging and mentoring process. We will have a one hour training/orientation each for the judges and the mentors before the actual judging and mentoring periods. The timing of these meetings will be determined later as we want glen adams escobar chung everyone is accommodated. https://resource-069e86824e334e50.example.edu/p95f376eb/p8c9ee0a3/pd5e97724/p96e80d44/p2f4d3e03",notice,,https://resource-069e86824e334e50.example.edu/p95f376eb/p8c9ee0a3/pd5e97724/p96e80d44/p2f4d3e03,SRHacks Judge and Mentor Recruitment,2025-03-20 14:47,,PD56150C70E-S02,0ee1c2eef89d7a72-001,0ee1c2eef89d7a72,2,train,reviewed_real,PD56150C70E,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,"RSVP for NeurotechUofT’s Educational Seminar and ID-FF1B854C260B0B5E Showcase - March 20, ID-E806BFE72170DFAD",Rebekah Foster,2026-03-17 20:18,"Forwarded on behalf of NeurotechUofT:

NeurotechUofT and URSA are collaborating on a ID-196FE1656F0B545E ID-FF1B854C260B0B5E showcase highlighting two initiatives ID-A8113BD70197DE0F post-stroke recovery and Shaun’s disease on Friday, March 20, ID-E806BFE72170DFAD.
This showcase includes:",event,,,NeurotechUofT Educational Seminar and ID-FF1B854C260B0B5E Showcase,2026-03-20 17:00,2026-03-20 19:30,P9121D67BDE,0f0104c6210c4cc0-001,0f0104c6210c4cc0,1,train,reviewed_real,P9121D67BDE,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-478B4595BE153D3E How to Learn Program - Winter 2023,Mikayla Potter,2023-01-16 17:27,"The Science and Practice of ID-478B4595BE153D3E (https://resource-6c94a4057bd8b595.example.edu/p9945f5d0/p8c1d55b6.htm?k1=0d441a960d) (Thursday, January 26 at 2:ID-58BA7F9B1120337A)",notice,,https://resource-6c94a4057bd8b595.example.edu/p9945f5d0/p8c1d55b6.htm?k1=0d441a960d,Science and Practice of ID-478B4595BE153D3E,2023-01-16 17:27,,PEA06E96F08-S01,0f1534747a0ae62d-001,0f1534747a0ae62d,1,validation,reviewed_real,PEA06E96F08,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-478B4595BE153D3E How to Learn Program - Winter 2023,Mikayla Potter,2023-01-16 17:27,"Organizing Yourself for Effective ID-478B4595BE153D3E (https://resource-4bf352d92aa01199.example.edu/p626d5484/p66f2d9c7.htm?k1=0808d82ffe) (Thursday, ID-A0980C8C8DB962A7 2 at 2:ID-58BA7F9B1120337A)",notice,,https://resource-4bf352d92aa01199.example.edu/p626d5484/p66f2d9c7.htm?k1=0808d82ffe,Organizing Yourself for Effective ID-478B4595BE153D3E,2023-01-16 17:27,,PEA06E96F08-S02,0f1534747a0ae62d-001,0f1534747a0ae62d,2,validation,reviewed_real,PEA06E96F08,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-478B4595BE153D3E How to Learn Program - Winter 2023,Mikayla Potter,2023-01-16 17:27,"Encountering Failure and Difficulty (https://resource-48fd521507e51cc2.example.edu/pa954295e/p4594cb8a.htm?k1=63a53a5a5a): (Thursday, ID-A0980C8C8DB962A7 9 at 2:ID-58BA7F9B1120337A)",notice,,https://resource-48fd521507e51cc2.example.edu/pa954295e/p4594cb8a.htm?k1=63a53a5a5a,Encountering Failure and Difficulty,2023-01-16 17:27,,PEA06E96F08-S03,0f1534747a0ae62d-001,0f1534747a0ae62d,3,validation,reviewed_real,PEA06E96F08,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-478B4595BE153D3E How to Learn Program - Winter 2023,Mikayla Potter,2023-01-16 17:27,"Stress, Rest, and Getting to the End (https://resource-391df00ffb15b20c.example.edu/p448667d6/pc214b652.htm?k1=2029909bf5) (Thursday, ID-A0980C8C8DB962A7 16 at 2:ID-58BA7F9B1120337A)",notice,,https://resource-391df00ffb15b20c.example.edu/p448667d6/pc214b652.htm?k1=2029909bf5,"Stress, Rest, and Getting to the End",2023-01-16 17:27,,PEA06E96F08-S04,0f1534747a0ae62d-001,0f1534747a0ae62d,4,validation,reviewed_real,PEA06E96F08,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,"ID-BE125BED5D869FF6 Juniper Centre for Peace, Conflict and Justice ID-A688468EAFD5918E ID-5DCE9C9DABEB26B7 | Uzs 42, ID-BE125BED5D869FF6",Zachary Davies,2021-02-24 20:01,,notice,,,Juniper Centre ID-A688468EAFD5918E ID-5DCE9C9DABEB26B7,2021-02-24 20:01,,P545B8C8ADA,0f8dadb9905e7e42-001,0f8dadb9905e7e42,1,test,reviewed_real,P545B8C8ADA,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to test by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,"Position: ID-2D60AEBE7182451C ID-A688468EAFD5918E, ID-B157AC51C4CC37F9 Focus on Revitalization of Manomin/Wild Rice by Indigenous Communities in ID-5722647E2DBC21F8",Melinda Mccarthy,2026-01-19 21:16,"Key Dates:

- Deadline for receipt of applications ID-A0980C8C8DB962A7 2nd ID-E806BFE72170DFAD",deadline,,,Manomin ID-B157AC51C4CC37F9 ID-2D60AEBE7182451C Position ID-5E6238590D5F8367,,2026-02-02 23:59 (time inferred),P3111138C3E,102f0ed5a5a135c8-001,102f0ed5a5a135c8,1,train,reviewed_real,P3111138C3E,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-1E1E91AD8A10D41C Challenge Our 5071 (SDG 7: Affordable and Judith Christensen),Nathaniel Grimes,2023-05-31 15:04,"The program will run ID-67449CF44F7EA03C July 6-18, 2023 and is completely virtual, ID-F7A65A90C8FE3C0D will run multiple times to allow for different time zones.",event,,,ID-1E1E91AD8A10D41C Challenge Our 5071,2023-07-06 00:00 (time inferred),2023-07-18 23:59 (time inferred),PFD5F6B2698-S01,107ba5a4f3e74305-001,107ba5a4f3e74305,1,train,reviewed_real,PFD5F6B2698,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,ID-A688468EAFD5918E Life: ID-1E1E91AD8A10D41C Challenge Our 5071 (SDG 7: Affordable and Judith Christensen),Nathaniel Grimes,2023-05-31 15:04,"Limited number of spots are available, so make sure to register soon! The deadline is July 4th, 2023.",deadline,,,ID-1E1E91AD8A10D41C Challenge Lab Registration,,2023-07-04 23:59 (time inferred),PFD5F6B2698-S02,107ba5a4f3e74305-001,107ba5a4f3e74305,2,train,reviewed_real,PFD5F6B2698,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit LJP-751,Venue-1C8DA09F18 City ID-46E6B9C06351558E is hiring Assistant Planners - April 29 deadline,Zachary Davies,2024-04-15 18:11,"The link for the job call is included below and the deadline is April 29, ID-7C2B7C7CAFB339AE.",deadline,,,Venue-1C8DA09F18 Assistant Planner ID-5E6238590D5F8367,,2024-04-29 23:59 (time inferred),P9C09150D3F,10a465f0524c8725-001,10a465f0524c8725,1,validation,reviewed_real,P9C09150D3F,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to validation by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
Academic Unit UWQ-964,Job and ID-B157AC51C4CC37F9 Opportunities: ID-B157AC51C4CC37F9 Work Study Position for Fall/Winter ID-BE125BED5D869FF6-2022 (job ID 184232),Allison Lindsey,2021-08-19 14:43,Please consider applying if you are interested. The job ID is 184232 and the posting deadline is Aug ID-D130FB0F79EED3F2.,deadline,,,Dragonfly ID-B157AC51C4CC37F9 Work-Study ID-5E6238590D5F8367,,2021-08-27 23:59 (time inferred),P70C789A99A,10d8097f8b8906a2-001,10d8097f8b8906a2,1,train,reviewed_real,P70C789A99A,,"Re-read using the strict standard: events require a bounded occurrence, notices must be materially useful, and routine ID-C72B665F897643CE commentary is not related. [v1.0] Assigned to train by deterministic, model-ID-97A13266432C3258 grouped annotation-quality split."
